asset,time,PriceUSD
eth,2020-06-16 00:00:00,235.136621215663
eth,2020-06-17 00:00:00,233.687851022794
eth,2020-06-18 00:00:00,231.331098889538
eth,2020-06-19 00:00:00,228.77822402104
eth,2020-06-20 00:00:00,228.919830800701
eth,2020-06-21 00:00:00,227.579033606078
eth,2020-06-22 00:00:00,243.220758153127
eth,2020-06-23 00:00:00,242.92121899474
eth,2020-06-24 00:00:00,234.823753360608
eth,2020-06-25 00:00:00,232.421420689655
eth,2020-06-26 00:00:00,229.694167387493
eth,2020-06-27 00:00:00,220.699442022209
eth,2020-06-28 00:00:00,224.443460666277
eth,2020-06-29 00:00:00,228.02034137931
eth,2020-06-30 00:00:00,225.722754821742
eth,2020-07-01 00:00:00,231.145918468732
eth,2020-07-02 00:00:00,226.701505376973
eth,2020-07-03 00:00:00,225.098854763296
eth,2020-07-04 00:00:00,228.866272063121
eth,2020-07-05 00:00:00,227.667268264173
eth,2020-07-06 00:00:00,241.179081239042
eth,2020-07-07 00:00:00,239.013429573349
eth,2020-07-08 00:00:00,246.8441157218
eth,2020-07-09 00:00:00,241.651818585622
eth,2020-07-10 00:00:00,241.033700116891
eth,2020-07-11 00:00:00,239.307040619521
eth,2020-07-12 00:00:00,241.309591174752
eth,2020-07-13 00:00:00,239.326373816482
eth,2020-07-14 00:00:00,240.638817942724
eth,2020-07-15 00:00:00,238.38143962595
eth,2020-07-16 00:00:00,233.549674108708
eth,2020-07-17 00:00:00,232.845427235535
eth,2020-07-18 00:00:00,235.909914962011
eth,2020-07-19 00:00:00,239.358145821157
eth,2020-07-20 00:00:00,236.361256282876
eth,2020-07-21 00:00:00,245.250595441262
eth,2020-07-22 00:00:00,264.199169491525
eth,2020-07-23 00:00:00,275.223812536528
eth,2020-07-24 00:00:00,279.907534424313
eth,2020-07-25 00:00:00,305.402152542373
eth,2020-07-26 00:00:00,311.039973524255
eth,2020-07-27 00:00:00,323.233886908241
eth,2020-07-28 00:00:00,318.015537200468
eth,2020-07-29 00:00:00,318.025945938048
eth,2020-07-30 00:00:00,335.964082875511
eth,2020-07-31 00:00:00,346.179992285213
eth,2020-08-01 00:00:00,387.185885447107
eth,2020-08-02 00:00:00,372.180671654004
eth,2020-08-03 00:00:00,385.487812390415
eth,2020-08-04 00:00:00,390.662864699006
eth,2020-08-05 00:00:00,400.601196084161
eth,2020-08-06 00:00:00,393.995932495617
eth,2020-08-07 00:00:00,380.330053886616
eth,2020-08-08 00:00:00,392.360176504968
eth,2020-08-09 00:00:00,389.183157393337
eth,2020-08-10 00:00:00,395.407852425482
eth,2020-08-11 00:00:00,379.111338983051
eth,2020-08-12 00:00:00,387.208174751607
eth,2020-08-13 00:00:00,424.799460081823
eth,2020-08-14 00:00:00,438.076865575687
eth,2020-08-15 00:00:00,432.609198421976
eth,2020-08-16 00:00:00,432.939172822911
eth,2020-08-17 00:00:00,432.841464172998
eth,2020-08-18 00:00:00,423.346332086499
eth,2020-08-19 00:00:00,406.879427819988
eth,2020-08-20 00:00:00,416.25978755114
eth,2020-08-21 00:00:00,387.2406050263
eth,2020-08-22 00:00:00,395.912521332554
eth,2020-08-23 00:00:00,391.947607364115
eth,2020-08-24 00:00:00,408.792199473992
eth,2020-08-25 00:00:00,383.604969725307
eth,2020-08-26 00:00:00,386.34381735827
eth,2020-08-27 00:00:00,382.349150496785
eth,2020-08-28 00:00:00,395.03972980713
eth,2020-08-29 00:00:00,400.368165575687
eth,2020-08-30 00:00:00,428.196437931035
eth,2020-08-31 00:00:00,436.09076943308
eth,2020-09-01 00:00:00,480.749175862069
eth,2020-09-02 00:00:00,441.214134132087
eth,2020-09-03 00:00:00,383.542584979544
eth,2020-09-04 00:00:00,386.66907597896
eth,2020-09-05 00:00:00,331.420088544711
eth,2020-09-06 00:00:00,353.227129573349
eth,2020-09-07 00:00:00,352.806469023963
eth,2020-09-08 00:00:00,336.716558094682
eth,2020-09-09 00:00:00,352.053948568089
eth,2020-09-10 00:00:00,367.380867621274
eth,2020-09-11 00:00:00,373.966615780245
eth,2020-09-12 00:00:00,386.216055055523
eth,2020-09-13 00:00:00,365.641607831677
eth,2020-09-14 00:00:00,375.801003682057
eth,2020-09-15 00:00:00,363.936595733489
eth,2020-09-16 00:00:00,365.322076212741
eth,2020-09-17 00:00:00,389.446111046172
eth,2020-09-18 00:00:00,382.261676271186
eth,2020-09-19 00:00:00,385.246569666861
eth,2020-09-20 00:00:00,371.207025715956
eth,2020-09-21 00:00:00,342.456390473407
eth,2020-09-22 00:00:00,343.503662536528
eth,2020-09-23 00:00:00,320.588590882525
eth,2020-09-24 00:00:00,349.144016014027
eth,2020-09-25 00:00:00,351.713962361192
eth,2020-09-26 00:00:00,354.601045762712
eth,2020-09-27 00:00:00,356.121992752776
eth,2020-09-28 00:00:00,355.45993395675
eth,2020-09-29 00:00:00,359.701439801286
eth,2020-09-30 00:00:00,359.976752483928
eth,2020-10-01 00:00:00,352.360856049094
eth,2020-10-02 00:00:00,345.801279485681
eth,2020-10-03 00:00:00,346.652968907072
eth,2020-10-04 00:00:00,352.339400233781
eth,2020-10-05 00:00:00,353.191780187025
eth,2020-10-06 00:00:00,340.10351987142
eth,2020-10-07 00:00:00,341.159963997662
eth,2020-10-08 00:00:00,350.527496376388
eth,2020-10-09 00:00:00,366.247890999416
eth,2020-10-10 00:00:00,371.282805143191
eth,2020-10-11 00:00:00,374.145406195207
eth,2020-10-12 00:00:00,387.670968731736
eth,2020-10-13 00:00:00,381.544274576271
eth,2020-10-14 00:00:00,378.828993045003
eth,2020-10-15 00:00:00,377.502910286382
eth,2020-10-16 00:00:00,366.299949853887
eth,2020-10-17 00:00:00,368.318269374635
eth,2020-10-18 00:00:00,377.921652425482
eth,2020-10-19 00:00:00,379.463028462887
eth,2020-10-20 00:00:00,368.843862653419
eth,2020-10-21 00:00:00,392.473164231444
eth,2020-10-22 00:00:00,414.43640578609
eth,2020-10-23 00:00:00,409.339998597312
eth,2020-10-24 00:00:00,412.26885710111
eth,2020-10-25 00:00:00,406.742800642899
eth,2020-10-26 00:00:00,394.010756575102
eth,2020-10-27 00:00:00,404.045446814728
eth,2020-10-28 00:00:00,388.90336364699
eth,2020-10-29 00:00:00,386.788421098773
eth,2020-10-30 00:00:00,383.596369959088
eth,2020-10-31 00:00:00,386.585236119229
eth,2020-11-01 00:00:00,395.57778264173
eth,2020-11-02 00:00:00,383.848317066043
eth,2020-11-03 00:00:00,388.54819970777316
eth,2020-11-04 00:00:00,401.79561385154875
eth,2020-11-05 00:00:00,416.99735464640565
eth,2020-11-06 00:00:00,456.4478808883693
eth,2020-11-07 00:00:00,436.77211285797785
eth,2020-11-08 00:00:00,455.37572986557575
eth,2020-11-09 00:00:00,444.5479997077731
eth,2020-11-10 00:00:00,451.5016406195208
eth,2020-11-11 00:00:00,464.2159424897722
eth,2020-11-12 00:00:00,462.86649982466395
eth,2020-11-13 00:00:00,476.57134097019286
eth,2020-11-14 00:00:00,462.5514587960258
eth,2020-11-15 00:00:00,449.3456436002338
eth,2020-11-16 00:00:00,462.2547316189363
eth,2020-11-17 00:00:00,482.69500502630035
eth,2020-11-18 00:00:00,479.4918066627703
eth,2020-11-19 00:00:00,471.1500233781415
eth,2020-11-20 00:00:00,509.56297720631215
eth,2020-11-21 00:00:00,547.3534804208066
eth,2020-11-22 00:00:00,565.1310609000584
eth,2020-11-23 00:00:00,607.2141186440678
eth,2020-11-24 00:00:00,604.573530742256
eth,2020-11-25 00:00:00,568.2473562828757
eth,2020-11-26 00:00:00,518.3973562244302
eth,2020-11-27 00:00:00,517.041817182934
eth,2020-11-28 00:00:00,540.829210052601
eth,2020-11-29 00:00:00,574.8735552308593
eth,2020-11-30 00:00:00,613.469492402104
eth,2020-12-01 00:00:00,588.2515552308593
eth,2020-12-02 00:00:00,598.9264098188193
eth,2020-12-03 00:00:00,617.5542700175337
eth,2020-12-04 00:00:00,572.1771762711863
eth,2020-12-05 00:00:00,594.9156954997078
eth,2020-12-06 00:00:00,602.2467767387493
eth,2020-12-07 00:00:00,591.8200952659263
eth,2020-12-08 00:00:00,554.318545295149
eth,2020-12-09 00:00:00,574.2140723553478
eth,2020-12-10 00:00:00,560.4503168907073
eth,2020-12-11 00:00:00,545.483657510228
eth,2020-12-12 00:00:00,568.545423261251
eth,2020-12-13 00:00:00,590.522730625365
eth,2020-12-14 00:00:00,586.470181297487
eth,2020-12-15 00:00:00,589.000816832262
eth,2020-12-16 00:00:00,636.205011104617
eth,2020-12-17 00:00:00,642.788150204559
eth,2020-12-18 00:00:00,652.01013056692
eth,2020-12-19 00:00:00,659.714045002922
eth,2020-12-20 00:00:00,638.561923436587
eth,2020-12-21 00:00:00,612.546497369959
eth,2020-12-22 00:00:00,634.17585622443
eth,2020-12-23 00:00:00,588.508848042081
eth,2020-12-24 00:00:00,611.893571595558
eth,2020-12-25 00:00:00,625.840292518995
eth,2020-12-26 00:00:00,635.806854120397
eth,2020-12-27 00:00:00,688.480685447107
eth,2020-12-28 00:00:00,730.518296902396
eth,2020-12-29 00:00:00,731.936295733489
eth,2020-12-30 00:00:00,751.208063705435
eth,2020-12-31 00:00:00,739.025849853887
eth,2021-01-01 00:00:00,730.91432063121
eth,2021-01-02 00:00:00,775.296622443016
eth,2021-01-03 00:00:00,990.365324956166
eth,2021-01-04 00:00:00,1030.31844886032
eth,2021-01-05 00:00:00,1101.55981414378
eth,2021-01-06 00:00:00,1199.35239976622
eth,2021-01-07 00:00:00,1220.21421332554
eth,2021-01-08 00:00:00,1219.88072121566
eth,2021-01-09 00:00:00,1286.97022314436
eth,2021-01-10 00:00:00,1265.43626750438
eth,2021-01-11 00:00:00,1082.905685564
eth,2021-01-12 00:00:00,1038.8394176505
eth,2021-01-13 00:00:00,1127.92676271186
eth,2021-01-14 00:00:00,1212.61922150789
eth,2021-01-15 00:00:00,1167.64685096435
eth,2021-01-16 00:00:00,1231.50994839275
eth,2021-01-17 00:00:00,1242.04924137931
eth,2021-01-18 00:00:00,1252.15644476914
eth,2021-01-19 00:00:00,1386.08540385739
eth,2021-01-20 00:00:00,1367.82303974284
eth,2021-01-21 00:00:00,1132.69443191116
eth,2021-01-22 00:00:00,1235.37204792519
eth,2021-01-23 00:00:00,1232.76174810053
eth,2021-01-24 00:00:00,1387.23029631794
eth,2021-01-25 00:00:00,1325.60759380479
eth,2021-01-26 00:00:00,1361.84900292227
eth,2021-01-27 00:00:00,1245.93815055523
eth,2021-01-28 00:00:00,1341.7747030976
eth,2021-01-29 00:00:00,1383.40889538282
eth,2021-01-30 00:00:00,1379.86854237288
eth,2021-01-31 00:00:00,1317.346364173
eth,2021-02-01 00:00:00,1369.95499357101
eth,2021-02-02 00:00:00,1524.16825189947
eth,2021-02-03 00:00:00,1659.52005435418
eth,2021-02-04 00:00:00,1608.39752355348
eth,2021-02-05 00:00:00,1720.47846616014
eth,2021-02-06 00:00:00,1683.70779380479
eth,2021-02-07 00:00:00,1616.04266183518
eth,2021-02-08 00:00:00,1743.54479135009
eth,2021-02-09 00:00:00,1770.83282057276
eth,2021-02-10 00:00:00,1748.21180596143
eth,2021-02-11 00:00:00,1785.58308942139
eth,2021-02-12 00:00:00,1846.45420058445
eth,2021-02-13 00:00:00,1819.41280268849
eth,2021-02-14 00:00:00,1811.5666792519
eth,2021-02-15 00:00:00,1787.53062191701
eth,2021-02-16 00:00:00,1780.61989596727
eth,2021-02-17 00:00:00,1845.23994155465
eth,2021-02-18 00:00:00,1932.41152659264
eth,2021-02-19 00:00:00,1961.02429018118
eth,2021-02-20 00:00:00,1912.80253489188
eth,2021-02-21 00:00:00,1933.88384745763
eth,2021-02-22 00:00:00,1771.20859848042
eth,2021-02-23 00:00:00,1563.04562419638
eth,2021-02-24 00:00:00,1616.56383693746
eth,2021-02-25 00:00:00,1491.46385715956
eth,2021-02-26 00:00:00,1442.30312273524
eth,2021-02-27 00:00:00,1454.03216890707
eth,2021-02-28 00:00:00,1425.38586674459
eth,2021-03-01 00:00:00,1563.23598036236
eth,2021-03-02 00:00:00,1489.87889421391
eth,2021-03-03 00:00:00,1584.06700526008
eth,2021-03-04 00:00:00,1538.02277644652
eth,2021-03-05 00:00:00,1530.84029181765
eth,2021-03-06 00:00:00,1659.83834599649
eth,2021-03-07 00:00:00,1719.16063705435
eth,2021-03-08 00:00:00,1826.12504734074
eth,2021-03-09 00:00:00,1862.02863687902
eth,2021-03-10 00:00:00,1803.4244905903
eth,2021-03-11 00:00:00,1827.71346113384
eth,2021-03-12 00:00:00,1768.50364453536
eth,2021-03-13 00:00:00,1927.20756627703
eth,2021-03-14 00:00:00,1874.14906195208
eth,2021-03-15 00:00:00,1796.90510976037
eth,2021-03-16 00:00:00,1796.95172822911
eth,2021-03-17 00:00:00,1818.86739976622
eth,2021-03-18 00:00:00,1781.64520666277
eth,2021-03-19 00:00:00,1810.37383459965
eth,2021-03-20 00:00:00,1812.74496884863
eth,2021-03-21 00:00:00,1784.72563880771
eth,2021-03-22 00:00:00,1689.11376779661
eth,2021-03-23 00:00:00,1671.75213500877
eth,2021-03-24 00:00:00,1586.88241320865
eth,2021-03-25 00:00:00,1588.93212396259
eth,2021-03-26 00:00:00,1695.66907773232
eth,2021-03-27 00:00:00,1718.1190917592
eth,2021-03-28 00:00:00,1685.16250900058
eth,2021-03-29 00:00:00,1811.1432226768
eth,2021-03-30 00:00:00,1840.87399678551
eth,2021-03-31 00:00:00,1916.88001928697
eth,2021-04-01 00:00:00,1971.24078258329
eth,2021-04-02 00:00:00,2134.06883985973
eth,2021-04-03 00:00:00,2025.14887843366
eth,2021-04-04 00:00:00,2077.39558153127
eth,2021-04-05 00:00:00,2099.52728872005
eth,2021-04-06 00:00:00,2116.90126201052
eth,2021-04-07 00:00:00,1985.39789129164
eth,2021-04-08 00:00:00,2078.55003594389
eth,2021-04-09 00:00:00,2066.05360420807
eth,2021-04-10 00:00:00,2130.18779029807
eth,2021-04-11 00:00:00,2144.37211630625
eth,2021-04-12 00:00:00,2142.82890011689
eth,2021-04-13 00:00:00,2297.89169135009
eth,2021-04-14 00:00:00,2430.29892869667
eth,2021-04-15 00:00:00,2519.58225540619
eth,2021-04-16 00:00:00,2428.35284687317
eth,2021-04-17 00:00:00,2342.16061426067
eth,2021-04-18 00:00:00,2243.48254529515
eth,2021-04-19 00:00:00,2168.6250818235
eth,2021-04-20 00:00:00,2328.50510870836
eth,2021-04-21 00:00:00,2363.99523424898
eth,2021-04-22 00:00:00,2419.70522676797
eth,2021-04-23 00:00:00,2357.12506639392
eth,2021-04-24 00:00:00,2236.58652717709
eth,2021-04-25 00:00:00,2300.55654880187
eth,2021-04-26 00:00:00,2526.05887901812
eth,2021-04-27 00:00:00,2646.34933898305
eth,2021-04-28 00:00:00,2740.23064289889
eth,2021-04-29 00:00:00,2760.50726008182
eth,2021-04-30 00:00:00,2770.29005821157
eth,2021-05-01 00:00:00,2949.31864056107
eth,2021-05-02 00:00:00,2952.47679661017
eth,2021-05-03 00:00:00,3430.64827410871
eth,2021-05-04 00:00:00,3274.89152846289
eth,2021-05-05 00:00:00,3525.92409964933
eth,2021-05-06 00:00:00,3500.54310403273
eth,2021-05-07 00:00:00,3482.63239333723
eth,2021-05-08 00:00:00,3886.76699649328
eth,2021-05-09 00:00:00,3916.08141320865
eth,2021-05-10 00:00:00,3954.28315780245
eth,2021-05-11 00:00:00,4155.77199766219
eth,2021-05-12 00:00:00,3975.50227118644
eth,2021-05-13 00:00:00,3687.15909000585
eth,2021-05-14 00:00:00,4086.70976446523
eth,2021-05-15 00:00:00,3672.60174400935
eth,2021-05-16 00:00:00,3565.84300116891
eth,2021-05-17 00:00:00,3280.03027819988
eth,2021-05-18 00:00:00,3368.23962887201
eth,2021-05-19 00:00:00,2535.73623553478
eth,2021-05-20 00:00:00,2777.92518293396
eth,2021-05-21 00:00:00,2413.98438398597
eth,2021-05-22 00:00:00,2320.84220163647
eth,2021-05-23 00:00:00,2105.59847983635
eth,2021-05-24 00:00:00,2626.16846405611
eth,2021-05-25 00:00:00,2696.5863798948
eth,2021-05-26 00:00:00,2868.71953185272
eth,2021-05-27 00:00:00,2743.10334950321
eth,2021-05-28 00:00:00,2415.30300233781
eth,2021-05-29 00:00:00,2288.85813150205
eth,2021-05-30 00:00:00,2391.71209117475
eth,2021-05-31 00:00:00,2699.21445762712
eth,2021-06-01 00:00:00,2626.20154821742
eth,2021-06-02 00:00:00,2713.1598679135
eth,2021-06-03 00:00:00,2858.60099824664
eth,2021-06-04 00:00:00,2689.27742548217
eth,2021-06-05 00:00:00,2604.97053763881
eth,2021-06-06 00:00:00,2706.09854120397
eth,2021-06-07 00:00:00,2600.15911221508
eth,2021-06-08 00:00:00,2519.05763530099
eth,2021-06-09 00:00:00,2605.63110461718
eth,2021-06-10 00:00:00,2481.38075686733
eth,2021-06-11 00:00:00,2345.03141963764
eth,2021-06-12 00:00:00,2380.84033372297
eth,2021-06-13 00:00:00,2504.64639216832
eth,2021-06-14 00:00:00,2577.04473863238
eth,2021-06-15 00:00:00,2552.74103641146
eth,2021-06-16 00:00:00,2360.99938690824
eth,2021-06-17 00:00:00,2368.38859555815
eth,2021-06-18 00:00:00,2224.57531969608
eth,2021-06-19 00:00:00,2174.75470251315
eth,2021-06-20 00:00:00,2242.66345575687
eth,2021-06-21 00:00:00,1900.39307790766
eth,2021-06-22 00:00:00,1867.62379953244
eth,2021-06-23 00:00:00,1962.11004383402
eth,2021-06-24 00:00:00,1986.66540841613
eth,2021-06-25 00:00:00,1817.84698246639
eth,2021-06-26 00:00:00,1801.97627527762
eth,2021-06-27 00:00:00,1964.52191887785
eth,2021-06-28 00:00:00,2079.27833594389
eth,2021-06-29 00:00:00,2169.99023261251
eth,2021-06-30 00:00:00,2272.2690578609
eth,2021-07-01 00:00:00,2114.55608357686
eth,2021-07-02 00:00:00,2149.99972472238
eth,2021-07-03 00:00:00,2215.90323232028
eth,2021-07-04 00:00:00,2325.91749795441
eth,2021-07-05 00:00:00,2218.63208416131
eth,2021-07-06 00:00:00,2318.10661835184
eth,2021-07-07 00:00:00,2317.0795447107
eth,2021-07-08 00:00:00,2118.9243308007
eth,2021-07-09 00:00:00,2153.77373816482
eth,2021-07-10 00:00:00,2117.0639672706
eth,2021-07-11 00:00:00,2140.19288661601
eth,2021-07-12 00:00:00,2033.03133489188
eth,2021-07-13 00:00:00,1939.6402729398
eth,2021-07-14 00:00:00,1992.4420251315
eth,2021-07-15 00:00:00,1912.8743012858
eth,2021-07-16 00:00:00,1878.1075873758
eth,2021-07-17 00:00:00,1896.9661233197
eth,2021-07-18 00:00:00,1892.68808708358
eth,2021-07-19 00:00:00,1822.20903623612
eth,2021-07-20 00:00:00,1785.33395441262
eth,2021-07-21 00:00:00,1985.49203565167
eth,2021-07-22 00:00:00,2020.92230333139
eth,2021-07-23 00:00:00,2112.71626434833
eth,2021-07-24 00:00:00,2179.33793220339
eth,2021-07-25 00:00:00,2187.44493687902
eth,2021-07-26 00:00:00,2241.15922676797
eth,2021-07-27 00:00:00,2286.22890005845
eth,2021-07-28 00:00:00,2297.03134436002
eth,2021-07-29 00:00:00,2384.45420572764
eth,2021-07-30 00:00:00,2451.30431092928
eth,2021-07-31 00:00:00,2544.37537592051
eth,2021-08-01 00:00:00,2563.73753068381
eth,2021-08-02 00:00:00,2619.04099941555
eth,2021-08-03 00:00:00,2512.91529164231
eth,2021-08-04 00:00:00,2727.93425365284
eth,2021-08-05 00:00:00,2825.53530894214
eth,2021-08-06 00:00:00,2888.0342554062
eth,2021-08-07 00:00:00,3143.38030099357
eth,2021-08-08 00:00:00,3027.3480818235
eth,2021-08-09 00:00:00,3158.26921624781
eth,2021-08-10 00:00:00,3141.72382559907
eth,2021-08-11 00:00:00,3168.56298947984
eth,2021-08-12 00:00:00,3038.06152659264
eth,2021-08-13 00:00:00,3316.4789421391
eth,2021-08-14 00:00:00,3268.96369590883
eth,2021-08-15 00:00:00,3310.72739333723
eth,2021-08-16 00:00:00,3157.77383635301
eth,2021-08-17 00:00:00,3020.57140093513
eth,2021-08-18 00:00:00,3041.32005961426
