asset,time,PriceUSD
btc,2020-01-01 00:00:00,7170.63186879018
btc,2020-01-02 00:00:00,6946.82526914085
btc,2020-01-03 00:00:00,7315.3093603156
btc,2020-01-04 00:00:00,7343.16419438925
btc,2020-01-05 00:00:00,7345.53069181765
btc,2020-01-06 00:00:00,7765.7977346581
btc,2020-01-07 00:00:00,8136.08684190532
btc,2020-01-08 00:00:00,8059.69952887201
btc,2020-01-09 00:00:00,7817.13609322034
btc,2020-01-10 00:00:00,8129.81791992987
btc,2020-01-11 00:00:00,8032.00549503215
btc,2020-01-12 00:00:00,8164.54999316189
btc,2020-01-13 00:00:00,8121.92566762127
btc,2020-01-14 00:00:00,8830.16787346581
btc,2020-01-15 00:00:00,8811.44820251315
btc,2020-01-16 00:00:00,8718.68699801286
btc,2020-01-17 00:00:00,8912.54190414962
btc,2020-01-18 00:00:00,8928.1807565751
btc,2020-01-19 00:00:00,8687.35483664524
btc,2020-01-20 00:00:00,8636.2587862069
btc,2020-01-21 00:00:00,8730.86756019871
btc,2020-01-22 00:00:00,8647.90047399182
btc,2020-01-23 00:00:00,8366.38461396844
btc,2020-01-24 00:00:00,8423.39095815313
btc,2020-01-25 00:00:00,8344.77456896552
btc,2020-01-26 00:00:00,8573.87480958504
btc,2020-01-27 00:00:00,8901.95928486265
btc,2020-01-28 00:00:00,9297.3883176505
btc,2020-01-29 00:00:00,9311.94754354179
btc,2020-01-30 00:00:00,9508.92096493279
btc,2020-01-31 00:00:00,9357.28478240795
btc,2020-02-01 00:00:00,9381.88602863822
btc,2020-02-02 00:00:00,9339.38706312098
btc,2020-02-03 00:00:00,9279.81252051432
btc,2020-02-04 00:00:00,9161.62719772063
btc,2020-02-05 00:00:00,9628.13677586207
btc,2020-02-06 00:00:00,9739.2804364699
btc,2020-02-07 00:00:00,9800.27939982466
btc,2020-02-08 00:00:00,9911.29340841613
btc,2020-02-09 00:00:00,10151.0832026885
btc,2020-02-10 00:00:00,9872.36187305669
btc,2020-02-11 00:00:00,10272.2225558738
btc,2020-02-12 00:00:00,10360.1352229106
btc,2020-02-13 00:00:00,10235.4973226184
btc,2020-02-14 00:00:00,10361.6156901812
btc,2020-02-15 00:00:00,9911.72432700175
btc,2020-02-16 00:00:00,9952.04661157218
btc,2020-02-17 00:00:00,9683.0796277031
btc,2020-02-18 00:00:00,10195.3037904734
btc,2020-02-19 00:00:00,9636.00229865576
btc,2020-02-20 00:00:00,9614.03012244302
btc,2020-02-21 00:00:00,9701.79750268849
btc,2020-02-22 00:00:00,9675.24905756868
btc,2020-02-23 00:00:00,9972.84242308591
btc,2020-02-24 00:00:00,9648.00788310929
btc,2020-02-25 00:00:00,9344.28714009351
btc,2020-02-26 00:00:00,8798.88894856809
btc,2020-02-27 00:00:00,8779.02948188194
btc,2020-02-28 00:00:00,8750.59344599649
btc,2020-02-29 00:00:00,8582.09029964933
btc,2020-03-01 00:00:00,8541.77389392169
btc,2020-03-02 00:00:00,8906.21475645821
btc,2020-03-03 00:00:00,8768.81061420222
btc,2020-03-04 00:00:00,8756.36957218001
btc,2020-03-05 00:00:00,9062.61580274693
btc,2020-03-06 00:00:00,9147.08505897136
btc,2020-03-07 00:00:00,8898.30695675044
btc,2020-03-08 00:00:00,8109.61454114553
btc,2020-03-09 00:00:00,7896.38531987142
btc,2020-03-10 00:00:00,7909.92787545295
btc,2020-03-11 00:00:00,7939.34133477499
btc,2020-03-12 00:00:00,4959.31341437756
btc,2020-03-13 00:00:00,5627.69238836938
btc,2020-03-14 00:00:00,5145.17250642899
btc,2020-03-15 00:00:00,5358.61066335476
btc,2020-03-16 00:00:00,5012.92738778492
btc,2020-03-17 00:00:00,5416.7547106955
btc,2020-03-18 00:00:00,5392.48783594389
btc,2020-03-19 00:00:00,6203.5516320865
btc,2020-03-20 00:00:00,6174.14947603741
btc,2020-03-21 00:00:00,6175.83102220924
btc,2020-03-22 00:00:00,5830.56097960257
btc,2020-03-23 00:00:00,6486.40865733489
btc,2020-03-24 00:00:00,6775.05761893629
btc,2020-03-25 00:00:00,6689.96901285798
btc,2020-03-26 00:00:00,6754.46033606078
btc,2020-03-27 00:00:00,6490.79541502046
btc,2020-03-28 00:00:00,6231.81989023963
btc,2020-03-29 00:00:00,5904.85758679135
btc,2020-03-30 00:00:00,6436.90570017534
btc,2020-03-31 00:00:00,6432.3832421391
btc,2020-04-01 00:00:00,6643.11000870836
btc,2020-04-02 00:00:00,6792.74222209234
btc,2020-04-03 00:00:00,6751.90255178258
btc,2020-04-04 00:00:00,6859.98916867329
btc,2020-04-05 00:00:00,6790.81247264758
btc,2020-04-06 00:00:00,7298.17374517826
btc,2020-04-07 00:00:00,7187.59333664524
btc,2020-04-08 00:00:00,7372.19476399766
btc,2020-04-09 00:00:00,7299.57918790181
btc,2020-04-10 00:00:00,6859.82267475161
btc,2020-04-11 00:00:00,6883.18222895967
btc,2020-04-12 00:00:00,6978.66628661601
btc,2020-04-13 00:00:00,6863.57553319696
btc,2020-04-14 00:00:00,6875.53850344828
btc,2020-04-15 00:00:00,6625.47577510228
